N,P,K,temperature,humidity,ph,rainfall,label
52.0,54.1,53.0,29.84,96.91,7.18,131.29,papaya
39.5,65.3,54.6,33.98,93.32,6.48,144.76,papaya
48.9,53.8,47.3,27.52,89.48,6.77,137.69,papaya
44.3,65.8,53.0,37.69,88.07,6.88,155.57,papaya
41.2,59.2,48.0,37.66,90.84,7.15,140.64,papaya
52.1,54.8,54.3,32.7,94.26,6.65,142.12,papaya
56.2,63.9,51.0,32.89,97.48,6.54,150.29,papaya
56.7,53.2,52.9,33.78,93.25,6.75,174.6,papaya
54.6,64.1,45.4,34.16,95.51,7.09,156.33,papaya
46.0,60.7,45.1,34.38,91.26,6.65,141.67,papaya
55.7,54.2,55.7,35.67,93.87,6.41,143.05,papaya
52.5,63.2,49.5,33.48,94.47,6.24,135.13,papaya
51.1,63.4,51.7,36.83,86.06,6.33,128.75,papaya
45.1,68.3,48.2,35.34,90.76,6.96,134.71,papaya
46.0,66.7,55.4,32.18,94.85,6.6,131.42,papaya
50.6,62.9,46.4,38.01,92.82,6.52,152.8,papaya
69.5,50.0,49.2,29.93,88.41,6.49,126.93,papaya
52.4,78.6,54.7,33.72,84.71,6.73,163.0,papaya
45.1,47.8,57.0,36.9,90.9,6.63,154.28,papaya
43.3,66.6,46.9,31.83,91.79,6.62,143.31,papaya
46.1,62.5,61.8,34.93,89.35,7.1,143.0,papaya
67.4,49.6,51.9,35.63,92.43,7.16,134.64,papaya
46.8,58.0,43.7,31.42,93.52,6.22,147.05,papaya
57.3,58.4,52.2,33.78,94.01,6.8,159.32,papaya
47.0,69.4,47.7,33.53,84.93,6.47,132.45,papaya
52.1,53.3,52.6,32.34,88.06,6.63,120.0,papaya
56.3,56.9,49.7,40.91,91.09,6.79,153.55,papaya
45.4,40.3,50.4,31.71,93.72,6.64,147.87,papaya
44.9,72.9,44.5,37.01,93.47,6.77,126.2,papaya
63.3,50.4,55.9,32.82,93.42,6.9,132.0,papaya
57.9,61.6,43.1,30.74,90.85,6.79,130.11,papaya
56.3,58.2,43.3,34.31,91.02,6.51,132.13,papaya
56.3,58.2,52.2,35.95,89.82,6.51,138.14,papaya
53.7,65.5,59.6,36.76,94.3,6.27,139.0,papaya
66.1,72.4,47.9,38.69,89.24,6.44,133.24,papaya
50.4,61.0,54.2,42.84,94.55,7.29,131.63,papaya
54.6,64.2,56.4,34.75,92.62,6.46,139.57,papaya
38.4,61.6,54.9,32.01,91.86,6.34,145.52,papaya
43.4,67.1,48.1,35.36,90.03,6.8,138.26,papaya
40.4,55.3,43.5,33.2,87.93,6.67,160.38,papaya
60.2,67.6,36.8,36.78,90.06,6.64,150.62,papaya
29.6,67.9,48.4,30.11,91.01,7.12,119.14,papaya
46.8,67.7,57.1,41.11,84.89,6.86,150.86,papaya
26.1,53.7,43.3,36.57,91.41,6.54,152.08,papaya
43.3,57.7,54.2,28.95,94.77,6.57,136.48,papaya
46.1,60.9,44.3,31.87,93.7,6.55,120.57,papaya
61.1,48.0,50.6,36.45,90.51,6.96,143.12,papaya
53.2,71.8,54.2,37.53,92.14,6.61,142.88,papaya
43.3,58.9,46.0,30.18,90.33,6.16,126.18,papaya
58.5,61.3,51.0,36.14,92.45,6.69,121.23,papaya
50.1,54.4,47.5,28.16,96.62,6.24,141.69,papaya
50.3,48.4,54.2,33.73,94.91,7.36,139.5,papaya
40.4,54.2,51.4,37.34,93.56,6.41,136.74,papaya
42.1,60.8,50.3,32.35,90.52,6.65,141.75,papaya
43.4,64.4,59.4,29.48,94.25,6.78,126.46,papaya
50.4,60.3,54.0,34.44,86.94,6.61,136.48,papaya
50.6,61.8,45.9,32.19,91.24,6.61,151.0,papaya
62.4,56.3,49.5,35.89,93.75,6.83,137.75,papaya
53.1,63.0,49.5,31.34,94.22,7.16,117.92,papaya
28.3,70.9,50.5,31.68,94.01,6.93,135.91,papaya
52.1,64.6,65.1,27.94,92.88,7.14,126.95,papaya
38.4,65.5,52.2,34.51,91.41,6.39,147.01,papaya
42.3,61.4,37.8,33.52,93.61,6.8,147.78,papaya
43.5,47.0,46.7,30.43,89.14,6.75,118.12,papaya
44.7,50.6,38.4,34.58,89.47,6.81,154.39,papaya
39.0,62.6,48.0,37.08,92.19,7.11,126.32,papaya
51.6,58.9,38.1,33.35,92.52,6.63,166.39,papaya
38.7,62.5,44.8,34.8,86.52,6.58,142.27,papaya
52.9,72.4,40.9,34.82,93.37,6.86,124.3,papaya
67.9,64.8,52.3,30.39,94.32,6.17,125.87,papaya
39.4,69.1,50.0,40.17,91.77,6.63,148.22,papaya
47.7,59.8,51.8,32.59,99.12,6.66,137.13,papaya
29.8,52.5,49.4,35.97,89.95,6.42,141.55,papaya
47.6,58.5,41.6,36.31,90.92,7.02,167.19,papaya
55.1,52.6,53.1,33.58,90.81,6.38,132.51,papaya
55.8,71.5,61.5,35.82,91.77,6.66,143.9,papaya
50.6,65.3,52.5,34.74,91.01,6.79,164.3,papaya
57.1,63.2,47.4,29.75,87.78,7.11,147.06,papaya
70.4,68.9,41.4,33.0,90.36,6.7,118.9,papaya
63.7,42.8,44.6,32.16,91.71,6.98,150.58,papaya
45.8,63.7,52.7,32.61,95.69,6.91,125.55,papaya
38.4,48.5,56.4,30.09,98.61,6.74,164.1,papaya
46.8,58.9,51.6,37.38,96.01,6.37,130.66,papaya
42.4,56.5,54.8,38.81,89.67,6.27,187.54,papaya
53.6,64.3,54.2,36.93,89.91,6.73,165.01,papaya
40.6,60.8,53.0,37.81,91.52,6.54,131.05,papaya
49.4,69.8,46.0,32.97,97.35,6.98,143.3,papaya
56.7,54.2,51.0,32.09,91.5,6.92,154.3,papaya
49.2,64.7,44.9,31.66,88.02,6.64,154.75,papaya
42.4,60.3,50.1,35.93,90.5,6.35,149.64,papaya
27.0,16.3,38.0,25.7,95.04,6.08,179.34,coconut
21.5,19.0,24.9,26.8,96.58,5.56,205.21,coconut
20.5,13.0,28.9,29.96,90.17,6.03,163.78,coconut
20.6,13.9,30.5,28.02,92.24,5.57,178.13,coconut
25.4,19.0,25.2,23.74,94.56,6.11,190.94,coconut
23.5,20.8,21.2,23.46,92.34,5.36,149.58,coconut
23.2,14.5,28.9,26.87,92.55,5.44,237.93,coconut
25.2,11.7,28.4,24.57,93.95,6.25,176.57,coconut
13.8,30.1,28.1,28.3,96.95,5.84,178.84,coconut
23.2,20.1,31.1,27.08,93.97,5.7,201.14,coconut
22.9,15.9,37.1,27.33,98.24,6.38,194.3,coconut
28.7,20.5,28.5,25.59,92.01,6.1,176.76,coconut
15.9,16.5,30.9,30.48,91.24,6.26,178.6,coconut
28.2,20.5,33.6,32.69,100.0,5.95,145.92,coconut
22.3,17.6,32.8,26.44,93.03,6.8,164.87,coconut
24.0,17.4,26.9,27.71,91.07,5.82,186.34,coconut
28.7,16.5,30.5,27.19,89.77,6.52,184.88,coconut
24.2,11.2,32.7,26.48,98.23,5.98,200.42,coconut
23.6,24.8,24.4,25.34,93.98,5.5,173.59,coconut
23.0,13.2,36.3,24.83,94.24,6.14,148.25,coconut
20.1,11.6,37.2,24.73,94.52,6.09,197.13,coconut
21.9,16.1,26.4,27.81,98.04,5.68,204.72,coconut
19.1,13.2,31.0,25.96,94.46,5.72,193.96,coconut
21.8,16.8,33.2,21.84,100.0,5.99,172.73,coconut
12.7,19.8,27.3,27.89,95.4,6.1,196.89,coconut
23.7,21.0,32.4,26.92,98.19,5.26,244.58,coconut
21.5,20.3,30.8,29.69,97.42,6.32,178.3,coconut
20.7,15.8,22.7,27.75,94.89,5.85,149.77,coconut
22.9,17.2,32.3,24.04,93.24,5.6,164.27,coconut
16.3,18.6,24.5,22.54,96.0,6.28,188.51,coconut
29.7,10.0,34.7,25.56,96.53,5.99,143.9,coconut
21.6,19.3,26.6,25.75,93.28,6.36,179.39,coconut
21.4,11.2,29.2,28.89,95.5,6.13,183.61,coconut
18.1,25.2,36.9,26.98,98.71,6.0,206.7,coconut
22.1,15.4,32.5,29.27,100.0,5.95,202.2,coconut
27.5,16.3,24.6,24.35,97.56,6.14,193.29,coconut
26.1,13.9,24.9,28.93,100.0,5.88,132.75,coconut
25.4,14.5,27.0,28.44,93.11,5.74,194.42,coconut
24.2,26.1,32.0,22.96,97.11,6.18,190.11,coconut
20.6,20.8,31.8,29.65,99.02,5.96,181.12,coconut
16.2,10.8,25.8,27.19,92.31,6.01,141.4,coconut
21.2,23.0,24.2,27.78,93.54,6.33,160.46,coconut
21.1,21.8,31.4,25.27,100.0,5.97,152.66,coconut
26.2,15.9,29.1,29.55,92.07,6.0,135.7,coconut
23.2,18.2,40.8,24.63,90.98,5.82,175.94,coconut
28.4,16.9,30.2,28.66,99.58,6.13,160.04,coconut
26.8,24.9,39.1,28.64,98.59,6.1,228.51,coconut
20.2,13.8,24.1,25.05,96.3,6.27,172.62,coconut
14.8,17.6,22.1,30.97,94.86,5.83,201.88,coconut
27.5,15.3,24.4,27.46,93.68,5.86,144.62,coconut
27.4,11.3,35.9,28.31,95.85,6.24,165.4,coconut
16.5,25.8,38.8,23.95,99.74,6.08,177.94,coconut
28.0,12.3,26.1,31.24,95.72,5.73,157.84,coconut
23.5,17.9,27.7,24.55,100.0,6.39,167.56,coconut
22.6,10.0,24.2,29.05,92.31,5.49,171.64,coconut
28.5,15.4,20.9,25.01,94.94,6.24,171.32,coconut
27.4,18.7,33.6,25.76,93.88,5.62,213.1,coconut
24.6,13.7,31.1,28.58,91.74,6.57,183.56,coconut
23.9,19.3,30.1,29.06,94.54,5.54,185.59,coconut
24.5,15.9,23.0,24.46,96.25,6.35,186.79,coconut
20.4,21.6,38.2,29.18,96.57,5.98,188.25,coconut
21.8,22.4,27.5,29.09,100.0,5.89,174.34,coconut
18.4,14.7,32.7,25.12,96.39,6.06,169.59,coconut
20.7,17.3,22.7,30.2,98.45,6.19,179.34,coconut
20.5,17.7,29.0,24.09,95.2,5.73,199.14,coconut
19.5,19.5,31.5,25.75,100.0,5.76,198.52,coconut
22.5,17.1,31.6,27.96,100.0,6.19,171.19,coconut
20.7,17.8,30.8,25.29,96.59,5.49,191.36,coconut
24.0,16.0,32.5,27.53,92.02,5.82,172.11,coconut
15.5,17.5,24.3,27.48,93.35,6.91,176.68,coconut
21.5,22.2,31.0,26.63,95.85,5.71,166.53,coconut
22.5,19.6,30.6,28.66,96.37,6.34,172.37,coconut
20.8,19.8,31.2,26.54,97.1,5.82,202.83,coconut
21.3,19.9,30.4,27.46,96.38,6.15,177.85,coconut
15.7,16.4,23.6,29.29,95.02,6.2,178.71,coconut
23.4,18.3,23.4,28.58,93.09,6.34,147.06,coconut
24.6,12.7,18.9,28.57,96.2,5.94,169.82,coconut
24.0,22.1,34.1,24.7,100.0,6.6,171.17,coconut
26.2,5.9,34.1,28.05,98.06,5.82,159.42,coconut
22.8,16.7,34.2,25.24,96.6,6.07,176.43,coconut
23.9,21.6,31.5,24.44,98.09,6.07,167.42,coconut
22.6,11.5,19.3,26.86,93.89,5.66,177.6,coconut
24.8,18.6,24.9,25.19,93.48,5.91,178.43,coconut
15.7,14.3,30.9,28.58,92.76,6.05,156.88,coconut
18.4,15.5,30.7,28.63,94.62,5.87,168.03,coconut
28.3,20.8,28.9,23.19,93.73,6.73,177.55,coconut
12.2,17.8,31.8,25.34,98.62,5.75,199.69,coconut
21.4,8.9,30.1,24.08,93.57,6.35,181.13,coconut
26.7,13.1,30.6,26.07,92.59,6.26,162.76,coconut
21.6,20.9,26.8,27.91,100.0,6.0,183.98,coconut
20.4,18.8,34.9,26.52,93.65,5.74,210.15,coconut
22.5,24.0,27.8,25.82,95.46,5.77,194.33,coconut
20.6,23.7,23.3,29.6,96.35,5.84,186.95,coconut
22.1,15.6,26.1,22.39,91.59,5.46,190.51,coconut
19.3,27.0,28.3,29.47,98.71,5.7,204.8,coconut
26.4,17.1,35.0,25.91,96.91,5.56,197.51,coconut
27.7,13.1,29.8,26.84,99.68,6.4,187.34,coconut
21.5,14.5,29.1,25.95,92.96,6.19,197.37,coconut
16.5,8.0,23.8,30.09,95.3,6.24,154.37,coconut
19.9,23.4,33.9,24.54,95.12,6.18,145.95,coconut
119.9,38.6,21.7,21.33,76.57,6.94,79.39,cotton
118.8,39.2,20.9,24.17,72.56,6.21,77.29,cotton
111.5,45.6,23.1,29.45,75.36,7.88,79.44,cotton
127.9,40.6,22.2,28.04,76.25,6.71,70.4,cotton
95.6,39.8,22.9,26.73,82.61,7.2,62.15,cotton
111.6,46.7,25.4,26.39,85.76,6.89,54.87,cotton
112.2,35.5,23.5,26.1,72.63,6.58,78.43,cotton
98.4,38.9,19.4,27.48,81.76,6.53,74.83,cotton
135.9,60.4,15.5,22.63,74.12,7.53,71.89,cotton
101.7,49.2,26.7,19.93,83.15,7.28,95.87,cotton
110.9,40.8,19.0,24.21,76.89,7.68,69.69,cotton
128.9,48.9,18.1,21.55,74.74,6.92,97.0,cotton
125.8,50.0,13.1,20.83,84.0,7.02,99.49,cotton
104.7,53.0,21.4,21.84,77.07,6.79,56.59,cotton
126.2,45.1,20.6,31.46,78.42,6.79,81.11,cotton
121.5,52.8,13.9,24.41,68.9,6.48,75.2,cotton
146.0,31.7,21.8,25.09,84.73,6.93,45.06,cotton
122.8,38.6,18.0,20.33,84.1,6.58,62.66,cotton
116.3,47.1,30.8,18.47,80.03,7.08,89.3,cotton
107.7,48.3,17.7,21.54,72.36,6.97,104.23,cotton
109.1,39.6,18.3,28.31,86.05,7.02,90.83,cotton
108.1,47.8,16.5,25.0,76.67,7.57,83.88,cotton
134.5,41.6,25.1,25.8,77.73,6.88,79.74,cotton
118.2,44.1,18.5,26.22,91.56,7.2,100.19,cotton
124.8,53.2,17.1,22.23,76.48,7.72,105.78,cotton
136.2,52.4,22.8,28.16,83.71,7.42,72.96,cotton
89.7,39.0,14.5,22.1,82.81,7.36,56.0,cotton
133.3,38.6,22.5,28.22,81.95,6.78,54.82,cotton
118.7,43.1,27.1,25.33,81.41,6.99,95.86,cotton
123.2,45.8,22.3,18.63,81.88,6.37,79.44,cotton
108.1,41.4,22.6,21.76,81.36,7.1,82.2,cotton
108.9,53.3,23.5,18.65,79.74,7.01,58.51,cotton
123.9,48.4,26.8,27.49,87.56,6.91,70.96,cotton
146.6,48.8,24.8,23.93,73.44,7.31,76.45,cotton
130.0,37.1,21.8,17.31,85.11,6.42,82.49,cotton
133.2,54.2,23.6,25.13,84.11,7.55,75.22,cotton
115.7,26.3,16.5,22.39,83.49,7.26,67.55,cotton
110.8,51.8,23.1,19.55,85.58,6.87,70.59,cotton
108.6,52.5,16.0,29.03,79.54,6.84,94.5,cotton
112.1,43.0,18.5,24.32,70.66,7.09,82.94,cotton
93.4,54.9,7.7,23.12,79.64,7.51,87.35,cotton
109.3,45.6,21.6,22.8,75.04,6.94,69.21,cotton
111.3,46.4,17.4,19.46,76.34,6.96,44.55,cotton
115.9,48.4,24.4,20.09,73.79,6.91,73.72,cotton
119.6,68.3,21.6,27.85,77.61,7.61,69.6,cotton
122.3,55.4,24.5,22.58,77.02,6.75,84.19,cotton
117.8,50.9,15.7,24.07,68.11,6.89,119.43,cotton
111.0,39.6,24.2,17.87,83.5,7.49,88.34,cotton
94.4,47.0,28.4,20.05,91.1,6.96,112.83,cotton
111.1,40.3,23.1,25.83,83.03,7.35,86.83,cotton
106.3,51.8,23.2,25.13,78.99,6.54,72.44,cotton
123.6,47.0,20.7,29.26,79.73,6.82,84.17,cotton
128.9,38.1,17.9,28.03,77.9,7.49,101.37,cotton
129.3,46.6,23.0,23.31,80.45,6.63,101.95,cotton
127.1,40.1,14.0,25.42,79.81,6.84,73.1,cotton
116.4,47.1,18.3,23.05,75.79,7.0,83.04,cotton
111.7,40.0,12.9,30.16,88.41,6.5,62.85,cotton
109.0,46.2,17.2,27.45,72.56,6.73,89.9,cotton
99.9,51.3,22.6,24.51,83.59,6.95,98.64,cotton
129.9,45.6,22.0,24.6,79.49,6.92,80.48,cotton
115.9,43.3,20.2,28.33,89.5,7.41,71.99,cotton
103.0,47.4,20.7,25.74,81.7,7.52,84.32,cotton
108.1,50.9,12.5,28.68,78.2,6.56,85.01,cotton
107.6,38.2,18.5,17.42,78.76,6.94,80.97,cotton
118.5,47.8,17.3,25.38,80.2,7.17,82.14,cotton
130.8,55.2,17.4,22.45,74.29,7.51,77.91,cotton
113.8,50.0,22.4,29.27,76.17,7.19,91.95,cotton
91.0,46.4,16.6,28.64,71.08,7.02,88.83,cotton
115.7,50.5,17.6,24.1,75.39,7.17,68.2,cotton
116.1,49.2,11.7,28.61,80.47,7.17,67.87,cotton
115.3,51.3,18.8,29.35,81.5,6.53,76.95,cotton
110.5,31.8,15.6,24.22,70.1,6.98,88.84,cotton
120.6,35.1,20.3,31.42,79.31,7.48,81.78,cotton
118.8,53.0,16.2,23.91,82.82,6.82,72.28,cotton
117.7,35.5,20.4,23.36,79.19,6.95,83.14,cotton
123.0,48.8,19.4,26.6,76.83,6.8,76.03,cotton
112.8,43.5,26.7,22.94,77.94,5.97,90.57,cotton
112.2,39.0,22.0,24.26,77.3,6.91,84.0,cotton
134.6,48.4,12.6,28.23,76.82,7.02,76.22,cotton
124.7,47.4,14.9,24.06,80.87,6.7,82.78,cotton
127.9,60.8,20.2,18.91,91.54,6.44,95.78,cotton
132.7,41.6,16.3,25.1,76.28,6.55,73.16,cotton
124.3,56.1,8.1,21.91,78.41,7.21,84.83,cotton
129.1,48.5,25.4,26.6,79.74,7.69,79.15,cotton
99.0,41.4,22.9,26.09,76.56,7.45,85.12,cotton
120.4,51.6,22.1,28.41,85.49,6.36,72.15,cotton
115.8,50.0,17.6,26.72,68.15,7.24,81.32,cotton
138.1,46.3,21.7,27.27,77.34,6.63,93.29,cotton
129.1,47.9,17.2,21.99,84.09,6.67,68.76,cotton
110.4,41.8,20.8,26.41,78.53,6.72,64.05,cotton
122.5,40.2,16.3,29.91,75.9,7.18,64.5,cotton
120.0,51.3,26.1,21.93,82.2,7.28,65.95,cotton
123.5,44.4,13.7,29.4,84.53,6.86,87.14,cotton
105.8,45.4,24.9,22.35,81.05,6.87,63.13,cotton
122.3,48.0,20.2,21.44,75.99,7.09,76.43,cotton
115.3,47.9,18.0,24.89,82.28,7.13,87.42,cotton
121.4,36.0,20.7,26.15,77.99,7.37,85.0,cotton
109.3,55.0,22.9,26.74,83.73,6.39,75.37,cotton
111.0,46.8,25.5,21.11,87.42,6.91,82.29,cotton
132.1,44.6,21.3,25.3,66.97,6.47,81.29,cotton
75.8,30.9,33.0,25.29,79.78,7.17,201.61,jute
75.9,43.1,40.9,23.49,74.81,6.71,212.76,jute
100.4,53.0,33.4,27.95,83.48,7.02,181.62,jute
86.1,43.0,40.8,22.11,82.97,6.99,185.14,jute
102.8,40.8,46.9,24.33,77.3,6.92,132.34,jute
73.0,61.9,38.6,23.61,82.83,6.57,217.0,jute
77.2,58.7,34.1,22.68,81.5,6.77,163.49,jute
64.7,49.3,39.4,24.44,74.88,6.46,156.33,jute
69.9,54.0,35.8,23.27,76.58,6.71,169.9,jute
97.0,30.4,43.0,25.03,84.55,6.23,205.23,jute
72.8,40.5,39.3,25.05,81.24,6.38,219.16,jute
97.2,42.7,48.5,23.76,77.74,6.59,177.51,jute
65.6,44.3,45.8,24.26,76.57,6.32,194.96,jute
67.5,42.6,39.2,24.54,77.94,6.5,175.86,jute
74.6,28.1,43.6,26.62,78.22,6.63,154.24,jute
77.4,48.7,38.0,24.7,76.62,6.86,204.53,jute
87.2,49.8,40.2,26.65,73.03,7.08,162.56,jute
82.5,57.2,38.2,26.17,84.56,6.51,205.71,jute
73.8,40.5,43.8,26.14,83.88,7.23,200.97,jute
76.7,39.9,47.2,27.78,74.91,7.08,187.28,jute
74.8,27.2,44.0,22.76,80.55,6.9,211.58,jute
68.9,43.9,44.6,24.05,76.39,6.76,219.65,jute
69.1,52.3,44.6,28.53,78.95,6.83,171.5,jute
88.3,41.7,42.8,24.49,78.62,7.17,158.82,jute
59.7,61.0,34.3,19.37,78.29,7.19,137.71,jute
94.2,44.2,48.5,24.59,88.01,7.23,219.89,jute
74.6,47.0,49.0,25.27,78.24,6.72,166.21,jute
70.3,36.5,38.8,19.77,76.77,6.92,197.7,jute
85.4,48.0,38.1,27.67,76.95,7.24,160.17,jute
92.9,32.1,43.1,23.57,84.18,6.45,205.77,jute
89.2,50.9,42.8,25.66,73.39,6.57,161.0,jute
83.0,51.1,39.0,24.55,76.95,6.71,151.17,jute
88.9,55.5,33.7,22.42,85.79,7.06,170.83,jute
60.8,38.9,41.5,22.86,80.98,7.07,164.36,jute
72.8,47.1,42.8,23.13,80.77,6.61,186.93,jute
68.9,49.9,43.6,27.17,88.53,6.1,173.97,jute
90.2,49.1,41.7,24.7,80.99,6.8,187.55,jute
74.2,39.9,38.6,23.96,77.17,6.33,169.18,jute
86.5,29.3,45.0,23.13,78.87,6.1,161.7,jute
83.4,48.4,40.3,27.39,75.46,6.19,163.33,jute
69.4,44.9,37.7,27.93,85.02,6.83,215.9,jute
72.1,42.0,39.1,27.37,82.3,7.24,179.5,jute
90.9,51.3,31.3,25.98,84.5,6.72,135.32,jute
70.2,45.7,39.1,25.58,84.85,6.78,164.6,jute
79.2,36.8,43.4,22.57,78.34,7.17,176.94,jute
70.2,32.5,41.7,24.51,76.22,6.08,211.91,jute
74.9,38.1,47.6,23.63,79.79,6.91,195.57,jute
77.5,62.8,38.7,21.35,76.51,6.7,156.57,jute
70.2,51.1,42.4,27.11,80.66,6.93,223.37,jute
68.4,47.3,44.0,23.61,84.53,6.51,174.38,jute
80.9,44.7,51.7,27.39,79.33,6.37,199.93,jute
69.6,44.3,40.7,26.76,80.6,6.76,151.9,jute
69.9,54.2,34.8,26.11,79.62,7.36,127.04,jute
68.6,42.6,44.2,26.23,83.21,7.04,146.83,jute
77.2,50.0,49.3,23.77,77.33,6.5,109.99,jute
87.4,43.6,38.4,28.72,71.21,6.16,217.24,jute
93.1,59.6,44.2,25.09,81.88,6.03,179.29,jute
70.7,51.2,46.1,25.6,83.95,7.23,156.51,jute
99.5,54.7,45.1,23.7,81.79,6.32,184.05,jute
68.0,41.9,40.6,23.14,77.44,6.57,178.79,jute
88.8,53.4,36.5,25.95,75.46,7.23,187.42,jute
70.8,43.8,39.6,25.44,81.98,6.05,199.19,jute
69.3,46.8,42.3,23.42,80.57,7.3,169.2,jute
70.6,57.4,44.5,22.12,79.5,6.6,157.4,jute
77.5,38.7,41.7,22.46,87.29,6.24,191.56,jute
83.8,47.4,38.1,27.39,76.21,6.6,191.05,jute
84.7,49.1,42.8,23.77,87.1,6.41,177.01,jute
68.6,49.6,44.3,24.32,80.13,6.88,218.55,jute
68.1,42.8,41.9,27.9,72.66,6.44,166.24,jute
68.8,60.6,35.8,22.76,79.28,5.94,157.0,jute
76.9,36.9,39.1,23.55,83.84,6.61,183.36,jute
75.9,56.2,44.7,23.46,78.54,6.16,161.5,jute
68.5,54.5,33.1,28.24,74.1,6.78,184.91,jute
80.7,59.3,29.5,28.99,79.34,6.23,158.34,jute
100.6,34.9,47.5,26.5,76.57,6.5,167.0,jute
73.0,39.9,42.6,26.57,81.97,6.77,212.82,jute
73.7,56.4,43.0,23.84,83.09,6.62,166.89,jute
83.6,32.9,34.6,28.89,75.77,6.8,159.02,jute
72.4,34.8,43.7,25.54,77.18,6.97,198.41,jute
84.7,42.6,41.4,26.71,83.03,6.24,153.98,jute
70.8,47.3,32.1,24.79,76.56,6.67,161.14,jute
96.3,57.1,47.1,24.46,75.67,5.37,186.53,jute
81.4,44.7,40.8,28.33,75.29,6.8,193.77,jute
71.8,41.7,38.0,26.08,81.41,6.58,199.41,jute
72.1,48.2,38.1,27.9,81.24,6.31,160.06,jute
72.9,49.3,29.9,25.51,77.26,6.83,186.92,jute
91.7,49.1,43.0,23.3,80.02,7.17,165.68,jute
65.3,44.8,41.3,23.83,86.11,6.51,162.89,jute
71.3,32.3,39.0,25.21,76.1,6.32,199.06,jute
72.4,39.6,46.4,23.75,72.19,6.77,164.01,jute
77.8,55.9,33.1,22.79,81.82,6.17,180.56,jute
75.3,47.3,37.0,27.4,79.56,6.44,178.11,jute
63.1,43.7,35.7,23.91,77.16,7.19,153.58,jute
74.0,53.8,38.6,25.28,82.61,6.72,194.32,jute
77.0,38.1,40.3,25.59,83.36,5.95,186.21,jute
71.7,44.4,42.2,23.82,71.17,5.98,135.27,jute
84.9,47.0,38.3,27.9,77.39,6.76,180.55,jute
87.2,42.9,35.6,22.77,89.27,7.04,159.54,jute
77.2,46.7,48.4,25.52,82.33,6.05,196.94,jute
80.3,44.7,52.1,25.49,82.7,6.88,146.09,jute
97.4,28.0,27.3,24.71,66.36,7.09,114.24,coffee
104.6,32.7,31.3,24.93,51.9,7.03,177.58,coffee
101.5,18.6,27.5,25.13,63.59,6.41,167.39,coffee
108.6,29.2,28.8,26.89,51.41,7.0,152.98,coffee
85.8,31.6,22.7,23.51,62.01,6.91,168.13,coffee
117.5,25.7,35.7,23.31,68.31,6.98,140.39,coffee
106.3,29.4,32.6,27.47,57.94,6.95,159.3,coffee
114.6,25.9,34.0,24.07,57.72,6.94,172.31,coffee
109.7,25.4,36.5,22.47,62.05,7.61,102.3,coffee
100.9,27.0,25.9,24.03,57.35,6.78,149.95,coffee
88.2,25.4,28.2,24.34,68.09,7.08,157.59,coffee
95.4,32.4,20.5,28.11,59.96,6.66,154.47,coffee
116.9,25.3,45.7,26.85,57.4,7.04,184.23,coffee
114.9,24.5,29.3,27.3,56.3,7.08,137.77,coffee
94.8,37.8,35.2,26.64,54.34,6.91,146.82,coffee
72.8,33.8,23.8,26.89,55.86,7.3,123.51,coffee
98.9,19.7,35.0,23.62,57.25,6.53,185.19,coffee
98.1,25.2,39.3,24.6,56.56,6.65,153.57,coffee
98.5,30.2,29.7,23.02,55.71,6.86,150.11,coffee
106.3,30.6,24.9,24.58,69.49,7.06,157.06,coffee
109.8,21.5,29.3,26.37,53.85,6.85,169.45,coffee
110.9,34.8,18.9,25.27,59.73,7.19,164.25,coffee
105.5,33.1,29.8,27.62,61.96,6.6,205.66,coffee
83.0,31.4,34.1,22.72,62.15,6.46,166.17,coffee
97.6,35.8,29.8,26.0,58.71,6.89,149.63,coffee
124.0,31.3,28.6,22.5,57.8,6.78,147.9,coffee
104.7,31.2,32.6,25.19,61.26,6.96,150.93,coffee
104.7,36.8,33.0,26.48,60.33,6.79,130.97,coffee
104.6,34.5,21.7,24.57,57.71,6.7,158.72,coffee
105.2,24.8,30.4,26.1,51.19,6.78,172.1,coffee
77.2,32.2,42.2,23.08,56.66,6.81,146.96,coffee
98.6,25.7,23.3,21.67,53.27,6.71,143.47,coffee
100.6,31.5,29.6,26.11,55.66,6.74,185.29,coffee
113.8,31.4,39.7,28.49,59.17,6.68,132.32,coffee
101.5,22.1,35.5,23.01,60.79,7.06,120.78,coffee
84.5,28.4,27.4,27.44,67.9,6.86,137.25,coffee
105.3,30.3,31.0,25.09,56.31,7.48,130.27,coffee
93.0,26.8,30.0,22.33,62.87,6.85,164.95,coffee
88.8,30.6,26.3,22.74,60.53,6.63,151.51,coffee
92.7,33.0,29.6,25.03,65.48,7.6,154.05,coffee
106.4,28.8,28.6,24.19,61.88,6.92,178.75,coffee
113.6,30.1,30.6,22.37,53.96,7.1,145.56,coffee
105.8,35.9,26.3,21.61,50.38,6.98,171.95,coffee
107.3,31.4,23.6,23.31,60.56,6.99,185.2,coffee
105.7,30.0,29.8,25.39,56.36,6.96,149.8,coffee
102.0,24.2,38.6,24.99,54.1,6.47,171.27,coffee
108.0,32.4,30.4,24.0,52.66,6.91,153.65,coffee
76.8,30.7,28.3,25.4,59.8,6.4,174.63,coffee
102.1,35.4,33.8,27.08,66.54,6.75,129.71,coffee
